"cat","type","name","book","page","desc","sum","aptitudemax","CP","credits","COG","COO","INT","REF","SAV","SOM","WIL","5toskill","5fromskill","Durability","WT","morphtype","skill1","skill1value","skill2","skill2value","Gear","Traits","energyarmor","kineticarmor","traits","sizemod"
"Morph","Biomorph","Surya","SW",164,"Named for a Hindu sun deity, suryas swim freely in the sun's corona. Looking roughly like whales or orcas, suryas may reach lengths of ten meters or more. They generate powerful magnetic fields that shield them from solar radiation and heat, while allowing them to surf the solar wind and extract ionized particles. Strong bones and connective tissues protect against the crushing solar gravity. Beneath their thick hides are channels of liquid water interleaved with layers of fat which serve to shield the organism from harmful radiation. Engineered medichines repair tissue damaged by radiation and convert hydrogen ions into water. A surya's skin is an extraordinary organ, embedded with chromatophores that allow them to transmit alternating patterns of light and dark for communication. In addition, a lateral line runs down their sides, allowing them to detect the long-period sound waves that reflect off the sun's lower atmosphere and resonate through the corona's gas and plasma. Suryas traveling through the transition zone between the corona and the chromosphere use these vibrations to predict and avoid heavy solar weather.","Suryas swim freely in the sun's corona. Looking roughly like whales or orcas, suryas may reach lengths of ten meters or more. ",30,50,30000,0,10,0,5,0,5,0,0,0,100,20,1,"Free Fall",10,,,"Basic Biomods, Basic Mesh Inserts, Chameleon Skin, Cortical Stack, Enhanced Hearing, Enhanced Vision, Lateral Line, Medichines, Vacuum Sealing","Coronal Adaptation",0,0,,
"Morph","Biomorph","Venusian Glider","SW",164,"The glider is designed to survive for many hours in Venus's unbreathable atmosphere. Tall and thin, with long, strong limbs and a lightweight build, this morph also features gliding membranes (p. 166) that allow it to soar through the upper Venusian atmosphere. It can even gain altitude by riding thermals (which it can see using its enhanced vision). Once Venusian terraforming efforts are complete, an upgraded version of this morph will be able to breathe normally.","Venusan glider is designed to survive for hours in Venus's unbreathable atmosphere. Tall and thin, with long, strong limbs and a lightweight build.",30,40,20000,0,0,0,5,0,5,0,2,0,30,6,1,,,,,"Basic Biomods, Basic Mesh Inserts, Cortical Stack, Enhanced Respiration, Enhanced Vision, Gliding Membranes, Grip Pads, Prehensile Feet, Respirocytes","Limber (Level 1)",0,0,"Limber (Level 1) ",
"Morph","Synthetic Morph","Q-Morph","SW",163,"Quartz morphs, commonly called Q-morphs, are the primary shell design used for Venusian surface mining. Constructed from quartz and extremely durable alloys, Q-morphs look like four-legged crabs with two pairs of arms. The lower pair of arms is designed for strength, the upper pair for precision and dexterity. This morph is squat, exceptionally tough, and completely unable to function in temperatures below 250 C. ","Q-morphs look like four-legged crabs with two pairs of arms. The lower pair of arms is designed for strength, the upper pair for precision and dexterity.",30,100,60000,0,15,0,0,0,10,0,1,0,120,24,2,,,,,"Access Jacks, Basic Mesh Inserts, Cortical Stack, Cyberbrain, Cyberclaws, Direction Sense, Echolocation, Enhanced Vision, Extreme Heat Shielding, Extra Limbs, Extreme Pressure Adaptation, Mnemonic Augmentation, Radar, T-Ray Emitter, Wrist-Mounted Tools, Walker",,18,18,,
"Morph","Synthetic Morph","Steel","SW",163,"This morph was developed by technicians and designers who are members of the Lunar synthmorph rights movement, the Steel Liberators. Middle-class Lunars who came out of poverty and continue to actively support the Steel Liberators sometimes choose this morph, despite the fact that this choice often results in them experiencing significant prejudice from biochauvinists. ","Steel Morphs are a lunar alternative to the common synthmorph.",30,50,30000,5,0,0,0,0,10,0,2,0,40,8,2,,,,,"Access Jacks, Basic Mesh Inserts, Cortical Stack, Cyberbrain, Eidectic Memory, Mnemonic Augmentation, Walker","Social Stigma, Uncanny Valley",8,8,"Social Stigma (Clanking Masses), Uncanny Valley",
"Morph","Synthetic Morph","Masked Steel","SW",163,"This version of the steel morph is equipped with the synthetic mask enhancement, making the shell look like a human biomorph. This version is uncommon, as most Steel Liberators view biological masking as a form of  selling out. It is used both by Lunars who are stuck sleeving into a synthmorph, but whom don't want to suffer discrimination, and by Steel Liberator activists looking to infiltrate biochauvinists and other opponent groups. Use the same stats as the steel morph, with a few changes.","The Masked Steel Morph is equipped with the synthetic mask enhancement, making the shell look like a human biomorph. ",30,55,30000,5,0,0,0,0,10,0,2,0,40,8,2,,,,,"Access Jacks, Basic Mesh Inserts, Cortical Stack, Cyberbrain, Eidectic Memory, Mnemonic Augmentation, Synthetic Mask, Walker",,8,8,,
"Morph","Synthetic Morph","Liquid Steel","SW",163,"Designed as a top-end version of the steel morph, this shell's entire outer covering is composed of active nanomachines. A number of synthmorph performers use this shell's shape- and color-altering capacities as part of their acts. However, the fact that this morph can disguise itself as any other humanoid synthmorph, including the ubiquitous case morph, means that a number of covert operatives and criminals also make use of this morph. This version of the steel morph cannot use a synthetic mask. ","The Liquid Steel Morph was designed with an outer covering is composed of active nanomachines that allow this morph to disguise itself as any other humanoid synthmorph.",30,70,40000,5,0,0,0,0,10,0,3,0,40,8,2,,,,,"Access Jacks, Basic Mesh Inserts, Cortical Stack, Cyberbrain, Eidectic Memory, Mnemonic Augmentation, Shape Adjusting, Skinflex, Wrist-Mounted Tools, Walker","Social Stigma, Uncanny Valley",8,8,"Social Stigma (Clanking Masses), Uncanny Valley",
"Morph","Synthetic Morph","Sundiver","SW",164,"The sundiver is a synthetic morph designed for solar research and emergency rescue operations. Sundivers are sleek mechanisms, about six meters long. They look a little like ramjets, except for a pair of articulated arms that extend forward from the morph's pointed nose, allowing it to reach for and grasp objects. Because sundivers operate in the coronal environment, they are built to survive superheated plasma and shielded against radiation. Sundivers are equipped with a powerful electromagnetic propulsion system that allows them to skate along solar magnetic lines of force much like the surya do. ","Sundivers look a little like ramjets, except for a pair of articulated arms that extend forward from the morph's pointed nose, allowing it to manipulate objects.",30,70,40000,0,5,0,10,0,0,0,0,0,120,24,2,,,,,"360 Degree Vision, Access Jacks, Basic Mesh Inserts, Cortical Stack, Cyberbrain, Enhanced Vision, Mnemonic Augmentation, Radar, Reflex Booster, Thrust Vector","Coronal Adaptation",16,16,,10
"Morph","Biomorph","Regular Ruster","SW",166,"As a way of exerting economic control over Martian citizens, and particularly indentures, morphs sold via Martian hypercorps are often equipped with the Planned Obsolescence trait. In fact, as many as 70% of the biomorphs on Mars may have this negative trait. Using this rule, most ruster morphs also come equipped with the Planned Obsolescence trait. This modifies their CP cost to 20 and their Credit Cost to High. Ruster morphs that do not come with this trait are assumed to be from either an open source or  premium model series that lack this trait. Gamemasters should remember to take this trait and any lost SOM from failure to apply GSPs into account if a character tries to trade in this morph. ","Rusters are adapted for survival in the Martian environment, these morphs are shackled by the Planned Obsolescence that Premium Ruster models are free from.",25,20,5000,0,0,0,0,0,5,0,1,0,35,7,1,,,,,"Basic Biomods, Basic Mesh Inserts, Cortical Stack, Enhanced Respiration, Temperature Tolerance","Planned Obsolescence",0,0,"Planned Obsolescence",
"Morph","Biomorph","Aquanaut","GC",150,"Aquanauts are environmentally adapted for underwater activities. They have seen a revival on exoplanets with habitable seas and oceans. Their heart rate slows while underwater, their skin includes a layer of blubber that retains heat, they store oxygen in their muscle tissue, and they do not suffer negative health effects from pressure changes. Additionally, their eyes have nictitating membranes and their corneas adjust to counter underwater refraction. Their hands and feet are webbed and they possess a transgenic swim bladder for controlling buoyancy. They can safely descend to about 200 meters depth (roughly 6 atmospheres of pressure) without suffering narcotic effects or other diving problems.","Aquanauts are adapted for underwater activities. Among other things, they have webbed hands and feet, a swim bladder for buoyancy, and can dive 200 meters (~6 atmospheres)",30,50,20000,0,5,0,0,0,10,0,1,0,40,8,1,"Swimming",10,,,"Basic Biomods, Basic Mesh Inserts, Cortical Stack, Enhanced Respiration, Gills, Echolocation, Swim Bladder, Temperature Cold Tolerance, Toxin Filters",,0,0,,
"Morph","Biomorph","Crasher","GC",150,"An enhanced version of ruster morphs, crashers are rugged and durable designs capable of weathering a range of harsh environments. They are the ideal biomorph for gatecrashing assignments and are popular among first-in teams. Though pricey compared to other biomorph options, many gatecrashers traveling to less habitable and dangerous environments have found the investment worth it. ","An enhanced version of ruster morphs, crashers are rugged and durable designs capable of weathering a range of harsh environments.",30,70,40000,5,0,0,0,0,10,0,3,0,40,8,1,,,,,"Basic Biomods, Basic Mesh Inserts, Bioweave Armor (Light), Circadian Regulation, Clean Metabolism, Cortical Stack, Direction Sense, Eidetic Memory, Enhanced Respiration, Enhanced Vision, Grip Pads, Hibernation, Medichines, Oxygen Reserve, Toxin Filters, Vacuum Sealing",,0,0,,
"Morph","Synthetic Morph","Digger","GC",150,"Diggers are worker pods customized for archeological work. They are used for surface surveys, excavation, and general physical labor by xenoarcheological teams. Their hands are modified digging claws, adapted from the genetics of hole-digging creatures like moles and aardvarks, though still flexible and useful for grasping and fine manipulation. ","Diggers are worker pods customized for archeological work. Their hands are modified digging claws, though still flexible and useful for grasping and fine manipulation. ",35,30,20000,0,0,0,0,0,10,0,1,0,35,7,2,,,,,"Access Jacks, Basic Biomods, Basic Mesh Inserts, Cortical Stack, Cyberbrain, Digging Claws, Enhanced Vision, Mnemonic Augmentation, Puppet Sock, Wrist-Mounted Tools","Social Stigma",0,0,"Social Stigma (Pod)",
"Morph","Biomorph","Dverger","GC",150,"Dvergar (plural of dvergr) are biomorphs designed for comfortable operation in high-gravity environments. They feature a reinforced skeletal structure and sturdier muscle masses. They are easily identified by their slightly squat, thick-necked, tough appearances. ","Designed for operation in high-gravity environments. Feature a reinforced skeletal structure and sturdier muscle masses. Identified by squat, thick-necked, tough looks. ",35,50,20000,0,0,0,0,0,10,0,1,0,40,8,1,,,,,"Basic Biomods, Basic Mesh Inserts, Cortical Stack, High-G Adaptation",,0,0,,
"Morph","Synthetic Morph","Kite","GC",150,"This small shape-shifting synthetic shell is capable of flight no matter the atmospheric environment, or lack thereof. Its default mode is turbofan-driven rotorcraft; its light weight allows it to fly and hover even in thin atmospheres and heavy gravities. In streamlined ionic mode, it can travel at high speeds and maneuver in hurricane-force winds. In vacuum, it can drive itself with thrust-vector nozzles. Sometimes called  multifliers, kites are popular among gatecrashers and gatehoppers due to their adaptability and usefulness for aerial recon and surveys. ","Small shape-shifting synthetic shell that can fly and hover in any (or no) atmosphere, any gravity and in hurricane force winds.",25,30,5000,0,0,0,0,0,0,0,1,0,20,4,2,,,,,"Access Jacks, Anti-Glare, Basic Mesh Inserts, Chemical Sniffer, Cortical Stack, Cyberbrain, Direction Sense, Enhanced Hearing, Enhanced Vision, Lidar, Mnemonic Augmentation, Radar System, Shape Adjusting, T-Ray Emitter, Ionic, Thrust Vector, Walker, Winged",,2,2,,
"Morph","Pod","Ripwing","GC",151,"Developed by the genehackers of Fortean, ripwings are neogenetic avians, incorporating genetics from a range of flying creatures, some of them prehistoric pterosaur genes acquired from Sky Ark researchers, along with some original genetic traits. These transgenic amalgamations are larger and sturdier than standard neo-avian morphs. They are popular among both neo-avian mercurials who want a more robust form and gatecrashers looking for a quick and stealthy flyer for recon missions. The ripwing morph makes more extensive use of the chiroptera genestocks used to give the first avian uplifts functional hands. Instead of feathers, ripwings feature tough leathery skin or even scales. The morphs are usually a uniform matte black in color, though they are able to change color at will due to their chameleon skin enhancements.","Larger and sturdier than standard neo-avian morphs, with genetics from a range of flying creatures. Instead of feathers, they feature tough leathery skin or even scales.",30,40,30000,0,5,5,5,0,0,0,0,35,7,3,,,,,"Access Jacks, Basic Biomods, Basic Mesh Inserts, Chameleon Skin, Cortical Stack, Cyberbrain, Enhanced Vision, Mnemonic Augmentation, Prehensile Feet, Puppet Sock, Wings","Social Stigma",0,0,"Social Stigma (Neogenetic), Social Stigma (Pod)",
"Morph","Pod","Scurrier","GC",151,"Scurriers are pods developed from the non-sapient extraterrestrials known as sciurids (p. 172, GC). In appearance, scurrier pods are similar to raccoon-sized flying squirrels with a lash-like manipulator rather than a fluffy tail, though still regarded as highly cute. They make excellent climbers and are capable of gliding due to the membrane between their limbs. Scurriers are gaining popularity for their usefulness in exploring tunnels and small areas as well as high areas reached by climbing. They have also been used for maintenance and tech works tasks due to their nimbleness and manual dexterity. ","Raccoon-sized flying squirrel-like pods with a lash-like manipulator rather than a fluffy tail. Excellent climbers and are capable of gliding.",25,40,20000,0,10,0,0,5,0,0,0,0,30,6,3,"Freerunning",10,"Climbing",10,"Access Jacks, Basic Biomods, Basic Mesh Inserts, Cortical Stack, Cyberbrain, Gliding Membrane, Mnemonic Augmentation, Prehensile Tail, Puppet Sock","Alien Biochemistry, Social Stigma",0,0,"Alien Biochemistry, Social Stigma (Alien), Social Stigma (Pod)",
"Morph","Synthetic Morph","Spare","GC",151,"Spare morphs are small, cheap, lightweight, synthetic shells designed to be used as a replacement should someone's original morph be killed or destroyed. A cortical stack (retrieved from the character's previous morph; see p. 268, EP) can be easily plugged into the spare morph, effectively resleeving them (they must make Integration, Alienation, and Continuity Tests as normal; see pp. 270-272, EP). Once plugged in, it takes only 3 Action Turns for the cortical stack's data to be read and checked for integrity and the ego to run inside the spare's cyberbrain. Spares are designed for portability. Packed as a flat disc 15 centimeters in diameter and with a mass of 2 kilograms, when activated they pop into a spherical shape with 6 slender and retractable 20-centimeter limbs (3 arms and 3 legs). They are a common piece of equipment for gatecrashing teams. ","Synth shells used as spares in case someone's morph is destroyed. 3 Action Turns to  revive from cortical stack (must make Integration, etc Tests; see p 270, EP).",20,5,1000,0,0,0,0,0,0,0,0,0,15,3,2,,,,,"Access Jacks, Basic Mesh Inserts, Cyberbrain, Extra Limbs, Grip Pads, Mnemonic Augmentation, Puppet Sock, Walker","Social Stigma",2,2,"Social Stigma (Clanking Masses)",
"Morph","Pod","Whiplash","GC",151,"Designed by autonomist xenobotanists as an experiment in developing a cyberbrain/planimal interface, whiplash pods are bioengineered from planimal stock found on Sunrise (see Exotic Life, p. 130), with other transgenic features (see Whiplash, p. 173). Whiplash pods are gaining some traction among gatecrashers due to their ability to blend in to arboreal environments. The primary modification made to the whiplash stock was to turn the entire organism upside down and orient the digestive portion of the organism horizontally, so that the whiplash's tri-lobed orifice faces forward. The whiplash's grasping roots were also converted into even more motile  walking tentacles borrowed from other Sunrise planimals. Other adjustments include the addition of a pair of grasping limbs, each with four universally opposable digits; artificial sensing mods (providing transhuman-standard sensing ability); and a general toughening of the internal structure for rigidity and support. The barrel-like body remains very similar to the original planimal stock and, reorientation notwithstanding, the digestive system remains mostly unchanged. The ability to extend and retract the whiplash's feeding tendril was heavily enhanced, so now the tendril acts more like a two-meter-long chameleon-like tongue than a hanging food-trap.","Bioengineered from planimal (see Exotic Life, p. 130), with other transgenic features (see Whiplash, p. 173, GC). ",30,50,50000,0,5,0,0,0,10,0,2,0,40,8,3,,,,,"Access Jacks, Basic Biomods, Basic Mesh Inserts, Chameleon Skin, Cortical Stack, Cyberbrain, Mnemonic Augmentation, Puppet Sock","Alien Biochemistry, Social Stigma",0,0,"Alien Biochemistry, Social Stigma (Alien), Social Stigma (Pod)",
"Morph","Synthetic Morph","Xu Fu","GC",152,"Named after a historical Chinese explorer, many gatecrashers consider xu fus the ideal exoplanet exploration synthmorph. Its main body sits atop 6 legs (up to 2 meters long, though retractable) that end in multidirectional smart wheels for quick travel, capable of rolling in any direction and over rough terrain. For exceptionally difficult terrain, the wheels can be retracted and the xu fu can maneuver as a walker. In addition to two standard arms, it features a third 2-meter long sensor-equipped limb for reaching far distances, overseeing obstacles, etc. Xu fus have an impressive sensor package and are ideal for surface-based scouting as well as investigating tunnels, collecting samples, and so on. ","Main body sits atop 6 retractable, wheeled legs, capable of rolling in any direction over rough terrain or walking. Two standard arms, and a third 2m sensor-equipped limb.",30,60,50000,0,5,0,0,0,5,0,0,0,40,8,2,,,,,"360-Degree Vision, Access Jacks, Basic Mesh Inserts, Cortical Stack, Cyberbrain, Direction Sense, Echolocation, Electrical Sense, Enhanced Hearing, Enhanced Vision, Extra Limbs, Grip Pads, Lidar, Mnemonic Augmentation, Pneumatic Limbs, Radar System, Radiation Sense, Telescoping Limbs, T-Ray Emitter, Walker, Wheeled",,8,8,,
"Morph","Pod","Chickcharnie","PO",142,"Another creation by the mad geniuses of the exoplanet Fortean (p. 94, Gatecrashing), this morph is a modified version of a resurrected species. The extinct Tyto Pollens was a large pre-Columbian flightless ground owl species in the Caribbean. The chickcharnie was rumored to be a supernatural variant of this bird that haunted the forests bestowing boons or curses upon travelers depending on how they treated it. The Fortean version of the chickcharnie is best described as a humanoid owl. Over one meter in height, it is bipedal but stands shorter than humans. Though winged, it is flightless except in very low grav environments and microgravity. Its wing design, however, incorporates a functional set of clawed hands. The chickcharnie is growing in popularity among neoavians who don't mind sacrificing flight for physical resilience, more functional hands, and a stature closely approximating transhuman standards.","This humanoid owl is bipedal but stands shorter than humans. Though winged, it is flightless except in very low grav environments and microgravity.",25,35,20000,0,5,5,10,0,0,0,0,0,35,7,3,,,,,"Basic Biomods, Basic Mesh Inserts, Cortical Stack, Cyberbrain, Mnemonic Augmentation, Prehensile Feet, Puppet Sock",,0,0,,
"Morph","Synthetic Morph","Gargoyle","PO",142,"Gargoyles are an anthroform synthetic morph designed as a mobile sensor unit. They are used by media, freelance journalists, forensics teams, and anyone who is regularly required to document a situation thoroughly. Though humanoid in shape, gargoyles stand taller than average transhumans for better viewing. Much of their exterior surface is covered in quantum dot camera-displays.","Gargoyles are an anthroform synthetic mobile sensor unit. Though humanoid in shape, gargoyles stand taller than average transhumans for better viewing.",30,40,20000,0,0,5,0,0,0,0,1,0,40,8,2,,,,,"360-Degree Vision, Access Jacks, Anti-Glare, Basic Mesh Inserts, Chemical Sniffer, Cortical Stack, Cyberbrain, Enhanced Hearing, Enhanced Smell, Enhanced Vision, Lidar, Mnemonic Augmentation, Nanoscopic Vision, Oracles, Radar System, T-Ray Emitter, Walker",,0,0,,
"Morph","Pod","Hypergibbon","PO",142,"Built from siamang genestock, the largest of the lesser apes, hypergibbons are often mistaken for uplifts, although this is not the case. The gibbon was never a candidate for uplift due to a brain anatomy considerably more primitive than great apes. With the addition of a cyberbrain, though, they make excellent pods. Many primate uplifts choose hypergibbons in place of other pods or when they need something small like a neotenic. Hypergibbons stand about 1 meter tall, weigh 15 kilograms, and typically have black fur and skin (although bodysculpting permits many variations). They have inflatable throat sacks that allow melodious calls that carry great distances. Their wrists feature a ball-and-socket joint and also naturally dislocate to enable easier swinging by the arms.","The largest of the lesser apes, hypergibbons stand about 1 meter tall, weigh 15 kilograms, and typically have black fur and skin but have a cyberbrain.",30,30,20000,0,0,5,5,0,0,0,0,0,25,5,3,"Climbing",10,,,"Basic Biomods, Basic Mesh Inserts, Cortical Stack, Cyberbrain, Mnemonic Augmentation, Prehensile Feet, Puppet Sock","Social Stigma",0,0,"Social Stigma (Pod)",
"Morph","Uplift","Neo-Beluga","PO",142,"Neo-belugas are the smallest and most numerous of the surviving whale uplifts, ranging 5.5 meters in length on average. They are white-skinned with no dorsal ridge, toothed, and have the distinction of being the only whale that can swim backwards.","Neo-belugas are the smallest of the surviving whale uplifts, 5.5 meters in length. They are white-skinned with no dorsal ridge, toothed, and can swim backwards.",25,45,40000,0,5,5,0,0,5,0,1,0,35,7,4,"Swimming",40,,,"Basic Biomods, Basic Mesh Inserts, Cortical Stack, Echolocation, Enhanced Hearing, Oxygen Reserve",,0,0,,10
"Morph","Uplift","Neo-Dolphin","PO",143,"The uplifted versions of various dolphin species are very similar to baseline dolphins physiologically. Thanks to the oxygen reserve implant, neo-dolphins can stay underwater for longer (Cerean dolphins have gills installed, as the subcrustal sea has no breathable atmosphere above it). Common neo-dolphin germlines lack hands or other limbs, though cybernetic arms or even bioware enhancements are not uncommon. Neo-dolphin morphs are very rare, since there are few habitats that can support them, and they are almost never found apart from aquatic environments.","The uplifted versions of various dolphin species are very similar to baseline dolphins physiologically.",25,40,35000,0,5,5,0,0,5,0,1,0,30,6,4,"Swimming",40,,,"Basic Biomods, Basic Mesh Inserts, Cortical Stack, Echolocation, Enhanced Hearing, Oxygen Reserve",,0,0,,
"Morph","Uplift","Neo-Hominid (Gorilla)","PO",143,"To highlight the differences in neo-hominid species, apply the following stats for neo-gorillas. The neohominid entry in the Eclipse Phase core rulebook applies for neo-chimpanzees, neo-bonobos, and neo-orangutans.","Apply the following stats for neo-gorillas. The neohominid entry in the Eclipse Phase core rulebook applies for neo-chimpanzees, neo-bonobos, and neo-orangutans.",30,35,30000,0,0,5,0,0,10,0,1,0,40,8,4,,,,,"Basic Biomods, Basic Mesh Inserts, Cortical Stack, Prehensile Feet",,0,0,,
"Morph","Uplift","Neo-Orca","PO",143,"Though colloquially referred to as killer whales, orcas are actually members of the dolphin family. The average neo-orca length is 7 meters for males, 6 meters for females. Males also have larger and more triangular pectoral fins.","Though colloquially referred to as killer whales, orcas are actually members of the dolphin family. Average neo-orca length is 7 meters for males, 6 meters for females.",30,30,50000,0,5,5,0,0,10,0,1,0,40,8,4,"Swimming",40,"Unarmed Combat",20,"Basic Biomods, Basic Mesh Inserts, Cortical Stack, Echolocation, Enhanced Hearing, Oxygen Reserve",,0,0,,10
"Morph","Uplift","Neo-Pig","PO",143,"Uplifted pig morphs are bipedal and feature transgenic hands, feet, and vocal systems. They tend to be slightly shorter than the average transhuman but much stockier. Males grow tusks from their lower jaws.","Uplifted pig morphs are bipedal and feature transgenic hands, feet, and vocal systems. Slightly shorter than the average transhuman but much stockier. Males grow tusks.",25,35,20000,0,0,0,0,0,5,0,1,0,35,7,4,,,,,"Basic Biomods, Basic Mesh Inserts, Cortical Stack",,0,0,,
"Morph","Uplift","Neo-Porpoise","PO",143,"Neo-porpoises are smaller but very similar to neodolphins and similarly are much like their baseline relatives. They average 2.5 meters in length.","Neo-porpoises are smaller but very similar to neodolphins and similarly are much like their baseline relatives. They average 2.5 meters in length.",25,35,30000,0,0,5,0,0,5,0,1,0,25,5,4,"Swimming",50,,,"Basic Biomods, Basic Mesh Inserts, Cortical Stack, Echolocation, Enhanced Hearing, Oxygen Reserve",,0,0,,
"Morph","Uplift","Neo-Whale","PO",143,"Less than several hundred neo-whale morphs exist, and the majority remain occupied by their original egos. They are primarily found in Ceres and Atlantica. They are derived from humpback, blue, and sperm whale genetic stock. Humpbacks and blues are baleen whales and require large amounts of krill to survive. Sperm whales are toothed, feeding on fish and squid.","Derived from humpback, blue, and sperm whale genetic stock. Humpbacks and blues require large amounts of krill to survive. Sperm whales are toothed, feeding on fish.",30,75,75000,0,5,5,0,0,5,0,1,0,100,20,4,"Swimming",40,,,"Basic Biomods, Basic Mesh Inserts, Cortical Stack, Echolocation, Enhanced Hearing, Oxygen Reserve",,0,0,,30
"Morph","Pod","Shaper","PO",144,"Shapers are the ultimate disguise morph. Constructed as pods, the default shaper look is intentionally generic, based on the computer-generated composite average look of the solar system's residents. They lack the distinctive seam lines applied to most pod morph designs. The skinflex system allows the morph to quickly change its outward appearance. Additional modifications help the morph evade or fool sensor and biometric systems. Shapers are a favorite tool for spies and are excellent for infiltration or fooling surveillance. They are often remotely operated via puppet sock. Shapers are illegal in many habitats.","Shapers are the ultimate disguise morph. Default look is intentionally generic. Favorite tool for spies. Often remotely operated via puppet sock. Illegal in many habitats.",30,45,40000,0,0,5,0,5,0,0,1,0,30,6,3,,,,,"Basic Biomods, Basic Mesh Inserts, Chameleon Skin, Clean Metabolism, Cortical Stack, Cyberbrain, Emotional Dampers, Gait Masking, Mnemonic Augmentation, Nanotat ID Flux, Puppet Sock, Sex Switch, Skinflex",,0,0,,
"Morph","Synthetic Morph","Skulker","PO",144,"Skulkers are a stealth swarmanoid designed to infiltrate sensitive areas and avoid detection by sensors.","Skulkers are a stealth swarmanoid designed to infiltrate sensitive areas and avoid detection by sensors.",30,35,30000,0,0,0,0,0,0,0,0,0,30,6,2,,,,,"Access Jacks, Basic Mesh Inserts, Chameleon Skin, Cortical Stack, Cyberbrain, Mnemonic Augmentation, Radar Invisibility, Swarm Composition, Walker, Hopper, Rotor",,0,0,,
"Morph","Synthetic Morph","Takko","PO",144,"The first synthetic octopus design from the engineers at Feral Robot is a hardy shell custom-designed to make octopi uplifts feel more at home in a synthetic body with eight functioning appendages. Though it lacks ink sacs, the takko features vectored-thrust jets for microgravity propulsion.","The first synthetic octopus designed to make octopi uplifts feel more at home in a synthetic body. No ink sacs, but has vectored-thrust jets for microgravity propulsion.",30,60,45000,0,5,5,0,0,5,0,0,0,40,8,2,"Climbing",10,"Free Fall",10,"360-Degree Vision, Access Jacks, Basic Mesh Inserts, Chameleon Skin, Cortical Stack, Cyberbrain, Enhanced Vision, Extra Limbs, Grip Pads, Mnemonic Augmentation, Polarization Vision, Walker, Thrust Vector",,8,8,,
